row,legacyResourceId,handle,title,vendor,productType,status,onlineStoreUrl,variant_count,variant_skus,variant_barcodes,existing_sources,existing_identifiers
1663,7899416395887,refa-collagen-enrich-plus-high-potency-japanese-beauty-supplement,ReFa COLLAGEN ENRICH+ High-Potency Japanese Beauty Supplement,ReFa,"Beverages (Tea, Sake & More)",ACTIVE,https://japansprime.com/products/refa-collagen-enrich-plus-high-potency-japanese-beauty-supplement,1,"MTG Co.,Ltd. - ReFa COLLAGEN ENRICH+ - Default Title",,"{""legacyResourceId"":""7899416395887""}",{}
1664,7899416461423,sakana-care-premium-omega-3-epa-dha-supplement-triglyceride-support,SAKANA Care Premium Omega-3 EPA & DHA Supplement - Triglyceride Support,SAKANA Care,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/sakana-care-premium-omega-3-epa-dha-supplement-triglyceride-support,1,"HumanLife Co., Ltd. - SAKANA Care - Default Title",,"{""legacyResourceId"":""7899416461423""}",{}
1665,7899416526959,white-veil-premium-japanese-skin-brightening-uv-protection-supplement,White Veil Premium: Japanese Skin Brightening & UV Protection Supplement,"Kirarithm (Zero Plus Co., Ltd.)","Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/white-veil-premium-japanese-skin-brightening-uv-protection-supplement,1,"ZERO PLUS Co., Ltd. - WHITE VEIL Premium - Default Title",,"{""legacyResourceId"":""7899416526959""}",{}
1666,7899416559727,lamelux-collagen-premium-japanese-beauty-supplement-for-skin-joints,Lamelux Collagen Premium Japanese Beauty Supplement for Skin & Joints,Lamelux,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/lamelux-collagen-premium-japanese-beauty-supplement-for-skin-joints,1,"Aishodo Co., ltd. - Lamelux Collagen - Default Title",,"{""legacyResourceId"":""7899416559727""}",{}
1667,7899416592495,hokkaido-placenta-extract-supplement-400mg,Hokkaido Placenta Extract Supplement - 400mg Pure Japanese Formula,"Health Scrum Hokkaido Co., Ltd.","Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/hokkaido-placenta-extract-supplement-400mg,1,"Health Scrum Hokkaido Co., Ltd - Hokkaido Placenta - Default Title",,"{""legacyResourceId"":""7899416592495""}",{}
1668,7899416625263,nakano-bc-ume-kohka-jelly-japanese-plum-gut-health-vitality-boost,Nakano BC Ume Kohka Jelly: Japanese Plum Gut Health & Vitality Boost,Nakano BC,Instant & Ready-to-Eat Foods,ACTIVE,https://japansprime.com/products/nakano-bc-ume-kohka-jelly-japanese-plum-gut-health-vitality-boost,1,"NAKANO BC Co., Ltd. - Ume kohka jelly - Default Title",,"{""legacyResourceId"":""7899416625263""}",{}
1669,7899416658031,kitayama-village-official-jabara-supplement-pure-narirutin-immune-support,Kitayama Village Official Jabara Supplement - Pure Narirutin Immune Support,Kitayama Village,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/kitayama-village-official-jabara-supplement-pure-narirutin-immune-support,1,ART Inc. - Kitayama Village Official Jabara Supplement - Default Title,,"{""legacyResourceId"":""7899416658031""}",{}
1670,7899416690799,radiant-glow-inner-beauty-supplement-collagen-biotin-hyaluronic-acid,"Radiant Glow Inner Beauty Supplement - Collagen, Biotin & Hyaluronic Acid",ENC Japan,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/radiant-glow-inner-beauty-supplement-collagen-biotin-hyaluronic-acid,1,ENC JAPAN - Inner Beauty Supplement - Default Title,,"{""legacyResourceId"":""7899416690799""}",{}
1671,7899416789103,white-force-18000ex-advanced-skin-whitening-radiance-supplement,White Force 18000EX Advanced Skin Whitening & Radiance Supplement,Tokinotomo Health Lab,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/white-force-18000ex-advanced-skin-whitening-radiance-supplement,1,"Tokinotomo Health Lab Co., Ltd. - WHITE FORCE 18000EX - Default Title",,"{""legacyResourceId"":""7899416789103""}",{}
1672,7899416854639,kyushu-amino-shake-japanese-plant-based-protein,Kyushu Amino Shake - Japanese Plant-Based Protein for Gut Health,SUNAO Pharmaceutical,Sports Nutrition & Wellness Food,ACTIVE,https://japansprime.com/products/kyushu-amino-shake-japanese-plant-based-protein,1,"SUNAO Pharmaceutical Co., Ltd. - Japanese plant-based protein Kyusyu Amino Shake - Default Title",,"{""legacyResourceId"":""7899416854639""}",{}
1673,7899865907311,unimat-riken-ubiquinol-coenzyme-q10-60-softgels,Unimat Riken Ubiquinol Coenzyme Q10 - 60 Softgels High Absorption,Unimat Riken,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/unimat-riken-ubiquinol-coenzyme-q10-60-softgels,1,UNIMAT RIKEN CORPORATION - Active form of Coenzyme Q10 60 tablets - Default Title,,"{""legacyResourceId"":""7899865907311""}",{}
1674,7899866038383,day-whitening-night-repair-dual-action-skin-brightening-rejuvenation-supplement,Day Whitening Night Repair: Dual-Action Skin Brightening & Rejuvenation Supplement,Yusei Planning,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/day-whitening-night-repair-dual-action-skin-brightening-rejuvenation-supplement,1,Yusei Planning Corporation - Day Whitening Night Repair - Default Title,,"{""legacyResourceId"":""7899866038383""}",{}
1675,7899866169455,ibeauty-rose-rye-placenta-supplement-anti-aging-radiant-skin,iBeauty Rose & Rye Placenta Supplement - Anti-Aging & Radiant Skin,"iBeauty Co., Ltd.",Skincare,ACTIVE,https://japansprime.com/products/ibeauty-rose-rye-placenta-supplement-anti-aging-radiant-skin,1,"iBeauty Co., Ltd. - Rose&Rye Placenta - Default Title",,"{""legacyResourceId"":""7899866169455""}",{}
1676,7899866267759,okarada-high-protein-soy-pulp-cookies-healthy-low-sugar-snack,Okarada High-Protein Soy Pulp Cookies - Healthy Low-Sugar Snack,Lapain Okarada,Snacks,ACTIVE,https://japansprime.com/products/okarada-high-protein-soy-pulp-cookies-healthy-low-sugar-snack,1,Lapain Inc. - Okarada snack - Default Title,,"{""legacyResourceId"":""7899866267759""}",{}
1677,7899866398831,nihon-kefia-6-mushroom-complex-premium-japanese-vitality-supplement,Nihon Kefia 6-Mushroom Complex - Premium Japanese Vitality Supplement,"Nihon Kefia Co., Ltd.","Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/nihon-kefia-6-mushroom-complex-premium-japanese-vitality-supplement,1,"NIHON KEFIA Co., Ltd. - Japanese Mushroom Supplement - 6 Types of Mushrooms - Default Title",,"{""legacyResourceId"":""7899866398831""}",{}
1678,7899866464367,aishodo-blancblancbeauty-bright-skin-brightening-supplement,Aishodo BlancBlancBeauty Bright - Japanese Skin Brightening Supplement,"Aishodo Co., Ltd.","Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/aishodo-blancblancbeauty-bright-skin-brightening-supplement,1,"Aishodo Co., Ltd. - BlancBlancBeauty Bright - Default Title",,"{""legacyResourceId"":""7899866464367""}",{}
1679,7899866628207,aishodo-dha-epa-krill-oil-superior-omega-3,Aishodo DHA/EPA & Krill Oil - Superior Omega-3 for Brain & Heart Health,Aishodo,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/aishodo-dha-epa-krill-oil-superior-omega-3,1,"Aishodo Co., Ltd. - DHA/EPA & krill oil - Default Title",,"{""legacyResourceId"":""7899866628207""}",{}
1680,7899866660975,mashiro-inc-misaki-collagen-premium-japanese-beauty-supplement,Mashiro Inc. Misaki Collagen - Premium Japanese Beauty Supplement,Mashiro Inc.,Beverages,ACTIVE,https://japansprime.com/products/mashiro-inc-misaki-collagen-premium-japanese-beauty-supplement,1,MASHIRO INC. - MISAKI Collagen - Default Title,,"{""legacyResourceId"":""7899866660975""}",{}
1681,7899867283567,shiromaru-premium-joint-support-supplement-advanced-mobility-formula,Shiromaru Premium Joint Support Supplement - Advanced Mobility Formula,"E-Medica Co., Ltd.","Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/shiromaru-premium-joint-support-supplement-advanced-mobility-formula,1,"E medica Co., Ltd. - SHIROMARU - Default Title",,"{""legacyResourceId"":""7899867283567""}",{}
1682,7899867349103,kyunan-service-konayuki-plant-based-collagen-vegan-japanese-supplement,Kyunan Service Konayuki Plant-Based Collagen - Vegan Japanese Supplement,Kyunan Service Co. Ltd.,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/kyunan-service-konayuki-plant-based-collagen-vegan-japanese-supplement,1,"Kyunan Service Co., Ltd. - Konayuki Plant-Based Collagen - Default Title",,"{""legacyResourceId"":""7899867349103""}",{}
1683,7899867480175,genki-kun-aged-black-garlic-premium-aomori-vitality-supplement,Genki-kun Aged Black Garlic - Premium Aomori Vitality Supplement,"Tenmabayashi-Ryutsukakou Co., Ltd.",Gourmet & Specialty Items,ACTIVE,https://japansprime.com/products/genki-kun-aged-black-garlic-premium-aomori-vitality-supplement,1,"Tenmabayashi-Ryutsukakou Co., Ltd. - Aged black garlic Genki-kun from Aomori Prefecture - Default Title",,"{""legacyResourceId"":""7899867480175""}",{}
1684,7899867512943,chokatsu-japanese-gut-health-fiber-supplement-digestion-weight,Chokatsu Japanese Gut Health Fiber Supplement for Digestion and Weight,Maruyu Inc.,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/chokatsu-japanese-gut-health-fiber-supplement-digestion-weight,1,"Maruyu Inc. - Dietary fiber health supplement ""Chokatsu"" - Default Title",,"{""legacyResourceId"":""7899867512943""}",{}
1685,7899867611247,yusei-planning-whitedd-advanced-skin-brightening-supplement,Yusei Planning WhiteDD Advanced Skin Brightening Supplement,Yusei Planning Corporation,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/yusei-planning-whitedd-advanced-skin-brightening-supplement,1,Yusei Planning Corporation - whitedd - Default Title,,"{""legacyResourceId"":""7899867611247""}",{}
1686,7899867709551,kentatsu-glucosamine-supplement-joint-support-enhanced-mobility,Kentatsu Glucosamine Supplement - Joint Support & Enhanced Mobility,Kentatsu,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/kentatsu-glucosamine-supplement-joint-support-enhanced-mobility,1,Medical Care Service Inc. - Kentatsu Glucosamine Supplement - Default Title,,"{""legacyResourceId"":""7899867709551""}",{}
1687,7899867873391,biobank-enzyme-collagen-premium-japanese-beauty-joint-supplement,Biobank Enzyme & Collagen - Premium Japanese Beauty & Joint Supplement,Biobank Co Ltd,Beverages,ACTIVE,https://japansprime.com/products/biobank-enzyme-collagen-premium-japanese-beauty-joint-supplement,1,"BIOBANK CO., LTD. - Enzyme&Collagen - Default Title",,"{""legacyResourceId"":""7899867873391""}",{}
1688,7899881242735,nutrizenith-cheat-day-advanced-metabolic-support-2114-kcal-fat-blocker,NutriZenith Cheat Day Advanced Metabolic Support - 2114 kcal Fat Blocker,NutriZenith,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/nutrizenith-cheat-day-advanced-metabolic-support-2114-kcal-fat-blocker,1,H&C PRODUCTS - cheat day - Default Title,,"{""legacyResourceId"":""7899881242735""}",{}
1689,7899881308271,nihon-kefia-red-wine-habit-polyphenol-supplement,Nihon Kefia Red Wine Habit - Premium Polyphenol & Resveratrol Supplement,"NIHON KEFIA Co., Ltd.","Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/nihon-kefia-red-wine-habit-polyphenol-supplement,1,"NIHON KEFIA Co., Ltd. - Red wine habit ~Polyphenols for anti aging support~ - Default Title",,"{""legacyResourceId"":""7899881308271""}",{}
1690,7899881341039,watashi-no-kohkatsu-femcare-probiotic-paste-womens-wellness,WATASHI no KOHKATSU Femcare Probiotic Paste - For Women's Wellness,EsY Inc.,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/watashi-no-kohkatsu-femcare-probiotic-paste-womens-wellness,1,EsY Inc. - WATASHI no KOHKATSU - Default Title,,"{""legacyResourceId"":""7899881341039""}",{}
1691,7899881373807,tsutomu-foods-goma-tofu-konjac-low-calorie-roasted-sesame-snack,Tsutomu Foods Goma Tofu Konjac - Low-Calorie Roasted Sesame Snack,"Tsutomu Foods Co., Ltd.",Instant & Ready-to-Eat Foods,ACTIVE,https://japansprime.com/products/tsutomu-foods-goma-tofu-konjac-low-calorie-roasted-sesame-snack,1,"Tsutomu Foods Co., Ltd. - Goma tofu konjac - Default Title",,"{""legacyResourceId"":""7899881373807""}",{}
1692,7899881406575,okukuji-daigo-premium-japanese-green-tea-authentic-kuji-region-sencha,Okukuji Daigo Premium Japanese Green Tea - Authentic Kuji Region Sencha,Okukujidaigo,"Beverages (Tea, Sake & More)",ACTIVE,https://japansprime.com/products/okukuji-daigo-premium-japanese-green-tea-authentic-kuji-region-sencha,1,Kanateen Ltd. - Okukujidaigo well-known brand of quality green tea(Kuji) - Default Title,,"{""legacyResourceId"":""7899881406575""}",{}
1693,7899881472111,kyoto-tofu-pudding-brown-sugar-syrup,Kyoto Tofu Pudding with Brown Sugar Syrup - Authentic Japanese Dessert,Sekisho Corporation,Gourmet & Specialty Items,ACTIVE,https://japansprime.com/products/kyoto-tofu-pudding-brown-sugar-syrup,1,SEKISHO CORPORATION - Kyoto Tofu Pudding with Special Brown Sugar Syrup - Default Title,,"{""legacyResourceId"":""7899881472111""}",{}
1694,7899881504879,kaino-premium-japanese-cordyceps-supplement-90-capsules,Kaino Premium Japanese Cordyceps Supplement - 90 Capsules for Vitality,Kaino,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/kaino-premium-japanese-cordyceps-supplement-90-capsules,1,"Medical Care Service Inc. - Introducing Japan's first! Kaino Cordyceps, 90 capsules - Default Title",,"{""legacyResourceId"":""7899881504879""}",{}
1695,7899881537647,fuerza-papapaina-natural-papaya-enzyme-for-digestion-and-joint-support,Fuerza PAPAPAINA | Natural Papaya Enzyme for Digestion and Joint Support,Fuerza Japan,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/fuerza-papapaina-natural-papaya-enzyme-for-digestion-and-joint-support,1,Fuerza - PAPAPAINA - Default Title,,"{""legacyResourceId"":""7899881537647""}",{}
1696,7899881603183,tokinotomo-health-lab-f-care-premium-fermented-probiotic-supplement,Tokinotomo Health Lab F CARE - Premium Fermented Probiotic Supplement,Tokinotomo Health Lab,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/tokinotomo-health-lab-f-care-premium-fermented-probiotic-supplement,1,"Tokinotomo Health Lab Co., Ltd. - F CARE - Default Title",,"{""legacyResourceId"":""7899881603183""}",{}
1697,7899881668719,granire-junior-protein-soccer-club-edition,Granire Junior Protein - Elite Soccer Club Edition Performance Fuel,Granire,Sports Nutrition & Wellness Food,ACTIVE,https://japansprime.com/products/granire-junior-protein-soccer-club-edition,1,Granire - Granire Junior Protein for exclusive use by soccer clubs - Default Title,,"{""legacyResourceId"":""7899881668719""}",{}
1698,7899881734255,kenpria-magma-enzyme-fermented-superfood-powder,Kenpria Magma Enzyme - Fermented Superfood Powder for Digestive Health,KENPRIA,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/kenpria-magma-enzyme-fermented-superfood-powder,1,"KENPRIA Co., Ltd. - MAGMA Enzyme - Default Title",,"{""legacyResourceId"":""7899881734255""}",{}
1699,7899881767023,nicorio-lakubi-premium-probiotic-supplement-weight-management-31-capsules,NICORIO Lakubi Premium - Probiotic Supplement for Weight Management - 31 Capsules,NICORIO,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/nicorio-lakubi-premium-probiotic-supplement-weight-management-31-capsules,1,"NICORIO CO., Ltd. - Lakubi Premium - Default Title",,"{""legacyResourceId"":""7899881767023""}",{}
1700,7899881799791,monnali-heat-metabolism-support-supplement-30-packets,Monnali HEAT Metabolism Support Supplement - 30 Packets for Vitality,"Monnali Co., Ltd.","Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/monnali-heat-metabolism-support-supplement-30-packets,1,"Monnali Co., Ltd. - HEAT - Default Title",,"{""legacyResourceId"":""7899881799791""}",{}
1701,7899881832559,collalun-premium-japanese-marine-collagen-skin-joint-supplement,Collalun Premium Japanese Marine Collagen - Skin & Joint Supplement,"Eminowa Co., Ltd.","Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/collalun-premium-japanese-marine-collagen-skin-joint-supplement,1,"Eminowa.Co., Ltd. - COLLALUN - Default Title",,"{""legacyResourceId"":""7899881832559""}",{}
1702,7899881865327,megubio-radiant-beauty-supplement-inner-glow-vitality-support,MeguBio Radiant Beauty Supplement - Inner Glow & Vitality Support,Yusei Planning Corporation,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/megubio-radiant-beauty-supplement-inner-glow-vitality-support,1,Yusei Planning Corporation - MeguBio - Default Title,,"{""legacyResourceId"":""7899881865327""}",{}
1703,7899881930863,million-power-black-supplement-japanese-odorless-garlic-vitality-booster,Million Power Black Supplement - Japanese Odorless Garlic & Vitality Booster,"Million Co., Ltd.","Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/million-power-black-supplement-japanese-odorless-garlic-vitality-booster,1,"Million Co., Ltd. - Million Power Black - Default Title",,"{""legacyResourceId"":""7899881930863""}",{}
1704,7899881963631,fine-japan-natto-kinase-6000fu-high-potency-circulation-support-90-caps,Fine Japan Natto Kinase 6000FU High-Potency Circulation Support 90 Caps,"Fine Japan Co., Ltd.","Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/fine-japan-natto-kinase-6000fu-high-potency-circulation-support-90-caps,1,"Fine Japan Co., Ltd. - Natto Kinase 6000FU 90capsules - Default Title",,"{""legacyResourceId"":""7899881963631""}",{}
1705,7899881996399,unitech-medical-ceramide-collagen-powder-red-grape-skin-glow,Unitech Medical Ceramide & Collagen Powder - Red Grape Skin Glow Stick,Unitech Medical,"Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/unitech-medical-ceramide-collagen-powder-red-grape-skin-glow,1,"Unitech Medical Co., Ltd. - Ceramide/Collagen - Default Title",,"{""legacyResourceId"":""7899881996399""}",{}
1706,7899882029167,clear-mind-pro-nootropic-supplement-15-packets-focus-clarity,Clear Mind Pro Nootropic Supplement - 15 Packets for Focus & Clarity,"Reijin International Trade, Inc.","Vitamins, Supplements & Kampo Herbal Remedies",ACTIVE,https://japansprime.com/products/clear-mind-pro-nootropic-supplement-15-packets-focus-clarity,1,"Reijin International Trade, Inc. - Clear Mind Pro * 15bags - Default Title",,"{""legacyResourceId"":""7899882029167""}",{}
1707,7899882061935,soi-co-japanese-matcha-granola-energizing-green-tea-breakfast-blend,Soi Co. Japanese Matcha Granola - Energizing Green Tea Breakfast Blend,"Soi Co., Ltd.",Snacks,ACTIVE,https://japansprime.com/products/soi-co-japanese-matcha-granola-energizing-green-tea-breakfast-blend,1,"soi Co., Ltd. - Granola Matcha - Default Title",,"{""legacyResourceId"":""7899882061935""}",{}
1708,7940390846575,seki-kanetsugu-saiun-200mm-damascus-steel-gyuto-chef-knife,Seki Kanetsugu Saiun 200mm Damascus Steel Gyuto Chef Knife - VG-10,Seki Kanetsugu,Gyuto Knife,ACTIVE,https://japansprime.com/products/seki-kanetsugu-saiun-200mm-damascus-steel-gyuto-chef-knife,1,SK-SAIUN-GY200,,"{""legacyResourceId"":""7940390846575""}",{}
1709,7941242585199,maca-charge-japanese-vitality-formula,MACA CHARGE — Japanese Vitality Formula,ULBO,,ACTIVE,https://japansprime.com/products/maca-charge-japanese-vitality-formula,2,B07CHP9MYJ | B0BMLGX8J4, | ,"{""legacyResourceId"":""7941242585199""}",{}
1710,7941242814575,testo-hyboost-premium-japanese-testosterone-formula,TESTO HYBOOST+ — Premium Japanese Testosterone Formula,WADS,,ACTIVE,https://japansprime.com/products/testo-hyboost-premium-japanese-testosterone-formula,1,B0DVH5Y9QW,,"{""legacyResourceId"":""7941242814575""}",{}
1711,7941242880111,kanjin-yo-iron-free-liver-support-formula,Kanjin-yō — Iron-Free Liver Support Formula,Gosei Honpo (五つ星本舗),,ACTIVE,https://japansprime.com/products/kanjin-yo-iron-free-liver-support-formula,2,B0895FPXP3 | B0BW2KWD99, | ,"{""legacyResourceId"":""7941242880111""}",{}
1712,7941243502703,elliss-liposomal-vc-japans-1-drinkable-vitamin-c,ELLISS Liposomal VC — Japan's #1 Drinkable Vitamin C,ELLISS (エルリス),,ACTIVE,https://japansprime.com/products/elliss-liposomal-vc-japans-1-drinkable-vitamin-c,4,B0CV3XGSNC-4 | B0CV3XGSNC-1 | B0CV3XGSNC-2 | B0CV3XGSNC-3, |  |  | ,"{""legacyResourceId"":""7941243502703""}",{}
1713,7941243535471,whith-white-japanese-ceramide-beauty-support,WHITH WHITE — Japanese Ceramide Beauty Support,WHITH WHITE (フィス ホワイト),,ACTIVE,https://japansprime.com/products/whith-white-japanese-ceramide-beauty-support,3,B071WBKS5X | B09L7HQFRC | B09L7KRHMH, |  | ,"{""legacyResourceId"":""7941243535471""}",{}
1714,7941246681199,test-force-clinic-developed-testosterone-support-with-34150mg-formula,"TEST FORCE — Clinic-Developed Testosterone Support with 34,150mg Formula",Evocis (TEST FORCE),,ACTIVE,https://japansprime.com/products/test-force-clinic-developed-testosterone-support-with-34150mg-formula,1,B0FWJQLH1P,,"{""legacyResourceId"":""7941246681199""}",{}
1715,7941246713967,testlong-pro-30-000-mg-testosterone-supplement-testofen-fenugreek-biodopa-astrazine-vitamin-d-zinc-pregnant-shilajit-extract-gmp-certified-domestic-production-90-tablets-1-month-supply,TESTRONG PRO — Amazon Japan's #1 Testosterone Booster with Dual Patented Absorption,Number One,,ACTIVE,https://japansprime.com/products/testlong-pro-30-000-mg-testosterone-supplement-testofen-fenugreek-biodopa-astrazine-vitamin-d-zinc-pregnant-shilajit-extract-gmp-certified-domestic-production-90-tablets-1-month-supply,1,B0DB551HLN,,"{""legacyResourceId"":""7941246713967""}",{}
1716,7941246746735,testblast-doctor-supervised-dual-formula-testosterone-support,TESTBLAST — Doctor-Supervised Dual Formula Testosterone Support,ACTEEVA,,ACTIVE,https://japansprime.com/products/testblast-doctor-supervised-dual-formula-testosterone-support,1,B0F9J5T796,,"{""legacyResourceId"":""7941246746735""}",{}
1717,7941246779503,testroid-ex-doctor-endorsed-testosterone-vitality,TESTROID EX — Doctor-Endorsed Testosterone Vitality,LEVEL.FIT,,ACTIVE,https://japansprime.com/products/testroid-ex-doctor-endorsed-testosterone-vitality,1,B0C85FMFM9,,"{""legacyResourceId"":""7941246779503""}",{}
1718,7941246812271,testomax-doctor-supervised-dual-patented-testosterone-support,TESTOMAX — Doctor-Supervised Dual Patented Testosterone Support,LIMITEX TESTOMAX,,ACTIVE,https://japansprime.com/products/testomax-doctor-supervised-dual-patented-testosterone-support,3,B0D4MCT2DL | B0DHL1X2QK | B0DHKZLSWS, |  | ,"{""legacyResourceId"":""7941246812271""}",{}
1719,7941247336559,griffx-active-core-japanese-zinc-formula,GRIFFX Active Core — Japanese Zinc Formula,GRIFFX (グリフィス),,ACTIVE,https://japansprime.com/products/griffx-active-core-japanese-zinc-formula,1,B0D2H6YK9S,,"{""legacyResourceId"":""7941247336559""}",{}
1720,7941247369327,anabolic-pure-rtb-japans-advanced-testosterone-formula,Anabolic Pure RTB — Japan's Advanced Testosterone Formula,Night Protein,,ACTIVE,https://japansprime.com/products/anabolic-pure-rtb-japans-advanced-testosterone-formula,1,B0B4R8ZTV4,,"{""legacyResourceId"":""7941247369327""}",{}
1721,7941247402095,teststar-dual-patent-formula-for-maximum-vitality,TESTSTAR — Dual Patent Formula for Maximum Vitality,JAKS (by Milim),,ACTIVE,https://japansprime.com/products/teststar-dual-patent-formula-for-maximum-vitality,1,B0DZ5JMNRT,,"{""legacyResourceId"":""7941247402095""}",{}
1722,7941247434863,testo-boost-20x-concentrated-tongkat-ali-with-superior-zinc-absorption,TESTO BOOST — 20x Concentrated Tongkat Ali with Superior Zinc Absorption,health+ (ROI),,ACTIVE,https://japansprime.com/products/testo-boost-20x-concentrated-tongkat-ali-with-superior-zinc-absorption,1,B0FQPPQYFR,,"{""legacyResourceId"":""7941247434863""}",{}
1723,7941247467631,testofenpro-22500-pro-level-testosterone-support,TESTOFENPRO 22500 — Pro-Level Testosterone Support,FINE SPORTS,,ACTIVE,https://japansprime.com/products/testofenpro-22500-pro-level-testosterone-support,4,B09QFYWPG6 | B09QGQV4RD | B074KDT3JF | B0BQMLSQV6, |  |  | ,"{""legacyResourceId"":""7941247467631""}",{}
1724,7941247565935,doba-60-premium-doctor-supervised-male-vitality-formula,DOBA +60 PREMIUM — Doctor-Supervised Male Vitality Formula,BAKELTH,,ACTIVE,https://japansprime.com/products/doba-60-premium-doctor-supervised-male-vitality-formula,1,B0F6SRRF8W,,"{""legacyResourceId"":""7941247565935""}",{}
1725,7941247598703,crious-doctor-supervised-male-vitality-with-15mg-zinc,CRIOUS — Doctor-Supervised Male Vitality with 15mg Zinc,CRIOUS (Kensho Corporation),,ACTIVE,https://japansprime.com/products/crious-doctor-supervised-male-vitality-with-15mg-zinc,1,B0CPS8HM4X,,"{""legacyResourceId"":""7941247598703""}",{}
1726,7941247631471,vita-power-energy-multivitamin-12-000mg-maca-432mg-zinc-12-essential-vitamins-120-tablets-30-day-supply-made-in-japan,VITA POWER — Japanese Multivitamin Energy Complex,VITAS,,ACTIVE,https://japansprime.com/products/vita-power-energy-multivitamin-12-000mg-maca-432mg-zinc-12-essential-vitamins-120-tablets-30-day-supply-made-in-japan,2,B08THGRBZ6 | B0FWJSS9B5, | ,"{""legacyResourceId"":""7941247631471""}",{}
1727,7941247664239,20x-concentrated-maca-with-zinc-japans-energy-formula,20X Concentrated Maca with Zinc — Japan's Energy Formula,LMB Lab (Levante),,ACTIVE,https://japansprime.com/products/20x-concentrated-maca-with-zinc-japans-energy-formula,2,B0CP8MS7SW | B0CXTMBRZC, | ,"{""legacyResourceId"":""7941247664239""}",{}
1728,7941247697007,exboost-bronze-award-winning-male-vitality-formula,EXBOOST — Bronze Award Winning Male Vitality Formula,COCOLAB,,ACTIVE,https://japansprime.com/products/exboost-bronze-award-winning-male-vitality-formula,6,B084JS8NTL | B084Q3KSZC | B0B1D852DH | B0CDPTFVV8 | B0D3H2JV9P | B0CTB8TMV8, |  |  |  |  | ,"{""legacyResourceId"":""7941247697007""}",{}
1729,7941247795311,shibohelth-premium-clinical-grade-fat-reduction-support,ShiboHelth PREMIUM — Clinical-Grade Fat Reduction Support,ShiboHelth (シボヘルス),,ACTIVE,https://japansprime.com/products/shibohelth-premium-clinical-grade-fat-reduction-support,1,B0CWRBHQDG,,"{""legacyResourceId"":""7941247795311""}",{}
1730,7941247828079,killer-burner-ii-celebrity-ellagic-acid-weight-support,KILLER BURNER II — Celebrity Ellagic Acid Weight Support,KILLER BURNER (Koda Kumi Produces キラーバーナー),,ACTIVE,https://japansprime.com/products/killer-burner-ii-celebrity-ellagic-acid-weight-support,3,B0CQ792BP1 | B0FP4MLJR6 | B0FP4L7FWV, |  | ,"{""legacyResourceId"":""7941247828079""}",{}
1731,7941247860847,naishimente-gold-six-function-weight-loss-support,Naishimente GOLD — Six-Function Weight Loss Support,NaturePharma (ナイシメンテ),,ACTIVE,https://japansprime.com/products/naishimente-gold-six-function-weight-loss-support,3,B0DCNDPLB6 | B0DCN565BS | B0DCRL42VX, |  | ,"{""legacyResourceId"":""7941247860847""}",{}
